Atlas	Species	Section	Developmental stage	Sex	Technology	Kind	Tissue	Disease	Spatial clustering	H&E	Download	ExploreId	n_obs	n_genes
hesta	Homo sapiens / 人	CS17_E1S8_HESTA.h5ad	CS17	Male	Stereo-seq	spatial	Brain, Branchial Arch, Cavity, Epidermis, Erythroblasts, Extraembryonic Tissue, Ganglion, Gut, Heart, Limb Bud, Liver, Lung Primordium, Meninges, Mesonephron, Myotome, Sclerotome, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS17_E1S8.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS17_E1S8_PCW6_E1_S8_SS200000149TL_C6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS17_E1S8_HESTA.h5ad	embryodev_CS17_E1S8_HESTA	66586	44254
hesta	Homo sapiens / 人	CS17_E1S9_HESTA.h5ad	CS17	Male	Stereo-seq	spatial	Brain, Branchial Arch, Cavity, Cloaca, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Liver, Lung Primordium, Meninges, Mesonephron, Myotome, Pronephron, Sclerotome, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS17_E1S9.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS17_E1S9_PCW6_E1_S9_SS200000172TR_B6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS17_E1S9_HESTA.h5ad	embryodev_CS17_E1S9_HESTA	65607	46144
hesta	Homo sapiens / 人	CS17_E1S10_HESTA.h5ad	CS17	Male	Stereo-seq	spatial	Blood Vessel, Brain, Branchial Arch, Cavity, Cloaca, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Liver, Lung Primordium, Meninges, Mesonephron, Myotome, Notochord, Sclerotome, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS17_E1S10.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS17_E1S10_PCW6_E1_S10_SS200000481BR_B6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS17_E1S10_HESTA.h5ad	embryodev_CS17_E1S10_HESTA	78155	43324
hesta	Homo sapiens / 人	CS18_E1S1_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Adrenal Gland, Cartilage, Cavity, Connective Tissue, Epidermis, Erythroblasts, Extraembryonic Tissue, Ganglion, Gonad, Gut, Kidney, Liver, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S1_PCW7_E1_S1_FP200000594BR_A3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S1_HESTA.h5ad	embryodev_CS18_E1S1_HESTA	77312	46688
hesta	Homo sapiens / 人	CS18_E1S2_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Adrenal Gland, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Eye, Ganglion, Gut, Jaw and Tooth, Liver, Lung, Meninges, Mesenchyme, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S2_PCW7_E1_S2_FP200000620TR_D1F2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S2_HESTA.h5ad	embryodev_CS18_E1S2_HESTA	112705	46711
hesta	Homo sapiens / 人	CS18_E1S3_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Brain, Cartilage, Cavity, Epidermis, Erythroblasts, Ganglion, Heart, Jaw and Tooth, Kidney, Limb Bud, Liver, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S3_PCW7_E1_S3_FP200000594BR_A1.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S3_HESTA.h5ad	embryodev_CS18_E1S3_HESTA	132277	47028
hesta	Homo sapiens / 人	CS18_E1S4_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Heart, Jaw and Tooth, Liver, Lung, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S4.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S4_PCW7_E1_S4_FP200000550BL_A5C6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S4_HESTA.h5ad	embryodev_CS18_E1S4_HESTA	152371	46814
hesta	Homo sapiens / 人	CS18_E1S5_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Epidermis, Erythroblasts, Ganglion, Heart, Jaw and Tooth, Limb Bud, Liver, Mesenchyme, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S5.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S5_PCW7_E1_S5_FP200000571BL_D4.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S5_HESTA.h5ad	embryodev_CS18_E1S5_HESTA	161900	45872
hesta	Homo sapiens / 人	CS18_E1S6_HESTA.h5ad	CS18	Female	Stereo-seq	spatial	Blood Vessel, Brain, Cartilage, Cavity, Epidermis, Erythroblasts, Ganglion, Jaw and Tooth, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS18_E1S6.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS18_E1S6_PCW7_E1_S6_FP200000576BL_D4.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS18_E1S6_HESTA.h5ad	embryodev_CS18_E1S6_HESTA	108726	45743
hesta	Homo sapiens / 人	CS19_E1S1_HESTA.h5ad	CS19	Female	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Inner Ear, Jaw and Tooth, Kidney, Liver, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E1S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E1S1_PCW6_E2_S1_SS200001068BR_C5D6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E1S1_HESTA.h5ad	embryodev_CS19_E1S1_HESTA	147865	51924
hesta	Homo sapiens / 人	CS19_E1S2_HESTA.h5ad	CS19	Female	Stereo-seq	spatial	Blood Vessel, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Jaw and Tooth, Liver, Lung, Meninges, Mesonephron, Sclerotome, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E1S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E1S2_PCW6_E2_S2_SS200001068BR_A1B2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E1S2_HESTA.h5ad	embryodev_CS19_E1S2_HESTA	155811	51245
hesta	Homo sapiens / 人	CS19_E1S3_HESTA.h5ad	CS19	Female	Stereo-seq	spatial	Adrenal Gland, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E1S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E1S3_PCW6_E2_S3_SS200001068BR_C1D2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E1S3_HESTA.h5ad	embryodev_CS19_E1S3_HESTA	160662	52304
hesta	Homo sapiens / 人	CS19_E2S1_HESTA.h5ad	CS19	Male	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E2S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E2S1_PCW6_E3_S1_D01665C1D2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E2S1_HESTA.h5ad	embryodev_CS19_E2S1_HESTA	247960	51116
hesta	Homo sapiens / 人	CS19_E2S2_HESTA.h5ad	CS19	Male	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gut, Heart, Jaw and Tooth, Liver, Lung, Meninges, Pancreas, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E2S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E2S2_PCW6_E3_S2_D01666C5D6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E2S2_HESTA.h5ad	embryodev_CS19_E2S2_HESTA	247783	51257
hesta	Homo sapiens / 人	CS19_E2S3_HESTA.h5ad	CS19	Male	Stereo-seq	spatial	Adrenal Gland, Brain, Cartilage, Cavity, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E2S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E2S3_PCW6_E3_S3_C01848C1D2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E2S3_HESTA.h5ad	embryodev_CS19_E2S3_HESTA	263202	47570
hesta	Homo sapiens / 人	CS19_E2S4_HESTA.h5ad	CS19	Male	Stereo-seq	spatial	Adrenal Gland, Brain, Cartilage, Cavity, Connective Tissue, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS19_E2S4.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS19_E2S4_PCW6_E3_S4_C01848E4F5.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS19_E2S4_HESTA.h5ad	embryodev_CS19_E2S4_HESTA	263815	48476
hesta	Homo sapiens / 人	CS20_E1S1_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Inner Ear, Jaw and Tooth, Liver, Meninges, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S1_PCW7_E2_S1_FP200000571BL_A3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S1_HESTA.h5ad	embryodev_CS20_E1S1_HESTA	175487	47415
hesta	Homo sapiens / 人	CS20_E1S2_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Inner Ear, Jaw and Tooth, Liver, Meninges, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S2_PCW7_E2_S2_FP200000620TR_D4F5.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S2_HESTA.h5ad	embryodev_CS20_E1S2_HESTA	197466	47736
hesta	Homo sapiens / 人	CS20_E1S3_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Blood Vessel, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Eye, Ganglion, Inner Ear, Jaw and Tooth, Liver, Meninges, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S3_PCW7_E2_S3_FP200000550BL_D3F4.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S3_HESTA.h5ad	embryodev_CS20_E1S3_HESTA	208433	47415
hesta	Homo sapiens / 人	CS20_E1S4_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Blood Vessel, Bone, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gut, Heart, Inner Ear, Jaw and Tooth, Liver, Lung, Meninges, Skeletal Muscle, Stomach		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S4.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S4_PCW7_E2_S4_FP200000552BL_D1.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S4_HESTA.h5ad	embryodev_CS20_E1S4_HESTA	253104	48540
hesta	Homo sapiens / 人	CS20_E1S5_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Ganglion, Gut, Heart, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Stomach, Thyroid		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S5.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S5_PCW7_E2_S5_FP200000552BL_D3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S5_HESTA.h5ad	embryodev_CS20_E1S5_HESTA	263538	46473
hesta	Homo sapiens / 人	CS20_E1S6_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Heart, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S6.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S6_PCW7_E2_S6_SS200001038BL_A4B6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S6_HESTA.h5ad	embryodev_CS20_E1S6_HESTA	248690	51890
hesta	Homo sapiens / 人	CS20_E1S7_HESTA.h5ad	CS20	Female	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Heart, Inner Ear, Jaw and Tooth, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS20_E1S7.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E1S7_PCW7_E2_S7_Y00059LAMC.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E1S7_HESTA.h5ad	embryodev_CS20_E1S7_HESTA	265988	52248
hesta	Homo sapiens / 人	CS20_E2S1_HESTA.h5ad	CS20	Male	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Bone, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Inner Ear, Jaw and Tooth, Liver, Lung, Meninges, Skeletal Muscle, Stomach		https://db.cngb.org/stomics/assets/img/bySection/CS20_E2S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E2S1_PCW7_E3_S1_SS200001038BL_A1B3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E2S1_HESTA.h5ad	embryodev_CS20_E2S1_HESTA	265120	53727
hesta	Homo sapiens / 人	CS20_E2S2_HESTA.h5ad	CS20	Male	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Bone, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pancreas, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS20_E2S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E2S2_PCW7_E3_S2_SS200001038BL_C1D3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E2S2_HESTA.h5ad	embryodev_CS20_E2S2_HESTA	289486	52809
hesta	Homo sapiens / 人	CS20_E2S3_HESTA.h5ad	CS20	Male	Stereo-seq	spatial	Adrenal Gland, Blood Vessel, Bone, Brain, Cartilage, Cavity, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Liver, Meninges, Pancreas, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS20_E2S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E2S3_PCW7_E3_S3_SS200001038BL_C4D6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E2S3_HESTA.h5ad	embryodev_CS20_E2S3_HESTA	286933	53786
hesta	Homo sapiens / 人	CS20_E2S4_HESTA.h5ad	CS20	Male	Stereo-seq	spatial	Blood Vessel, Bone, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pancreas, Skeletal Muscle, Spinal Cord, Thymus, Thyroid, Trachea		https://db.cngb.org/stomics/assets/img/bySection/CS20_E2S4.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS20_E2S4_PCW7_E3_S4_SS200001038BL_E4F6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS20_E2S4_HESTA.h5ad	embryodev_CS20_E2S4_HESTA	269429	54056
hesta	Homo sapiens / 人	CS23_E1S1_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Blood Vessel, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Meninges, Pancreas, Pharyngeal, Skeletal Muscle, Spinal Cord, Thymus		https://db.cngb.org/stomics/assets/img/bySection/CS23_E1S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E1S1_PCW8_E1_S1_SS200000704TR_A4E6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E1S1_HESTA.h5ad	embryodev_CS23_E1S1_HESTA	554306	52983
hesta	Homo sapiens / 人	CS23_E1S2_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord, Thymus, Thyroid		https://db.cngb.org/stomics/assets/img/bySection/CS23_E1S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E1S2_PCW8_E1_S2_SS200000711TR_B4F6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E1S2_HESTA.h5ad	embryodev_CS23_E1S2_HESTA	539831	53185
hesta	Homo sapiens / 人	CS23_E1S3_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Thyroid, Trachea		https://db.cngb.org/stomics/assets/img/bySection/CS23_E1S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E1S3_PCW8_E1_S3_SS200000764BR_A2C6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E1S3_HESTA.h5ad	embryodev_CS23_E1S3_HESTA	531126	52125
hesta	Homo sapiens / 人	CS23_E2S1_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pituitary Gland, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S1.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S1_PCW8_E2_S1_FP200000588BL_A1.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S1_HESTA.h5ad	embryodev_CS23_E2S1_HESTA	662769	49848
hesta	Homo sapiens / 人	CS23_E2S2_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pituitary Gland, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S2.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S2_PCW8_E2_S2_FP200000588BL_A2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S2_HESTA.h5ad	embryodev_CS23_E2S2_HESTA	655242	49753
hesta	Homo sapiens / 人	CS23_E2S3_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Ganglion, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Optic Nerve, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S3.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S3_PCW8_E2_S3_FP200000594TL_A1.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S3_HESTA.h5ad	embryodev_CS23_E2S3_HESTA	637053	51169
hesta	Homo sapiens / 人	CS23_E2S4_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Erythroblasts, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pituitary Gland, Skeletal Muscle		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S4.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S4_PCW8_E2_S4_FP200000594TL_A2.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S4_HESTA.h5ad	embryodev_CS23_E2S4_HESTA	633615	50065
hesta	Homo sapiens / 人	CS23_E2S5_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Gut, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S5.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S5_PCW8_E2_S5_SS200000005TL_B1E3.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S5_HESTA.h5ad	embryodev_CS23_E2S5_HESTA	671089	50470
hesta	Homo sapiens / 人	CS23_E2S6_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Gut, Inner Ear, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Skeletal Muscle, Spinal Cord		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S6.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S6_PCW8_E2_S6_FP200000618BL_B3E5.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S6_HESTA.h5ad	embryodev_CS23_E2S6_HESTA	727736	51014
hesta	Homo sapiens / 人	CS23_E2S7_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Bone, Brain, Cartilage, Cavity, Choroid Plexus, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Gut, Jaw and Tooth, Liver, Lung, Meninges, Pancreas, Skeletal Muscle, Spinal Cord, Thyroid		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S7.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S7_PCW8_E2_S7_SS200000112BL_A1C4.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S7_HESTA.h5ad	embryodev_CS23_E2S7_HESTA	712097	50813
hesta	Homo sapiens / 人	CS23_E2S8_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Blood Vessel, Bone, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Eye, Ganglion, Gonad, Gut, Jaw and Tooth, Liver, Lung, Meninges, Pancreas, Pituitary Gland, Skeletal Muscle, Spinal Cord, Thyroid, Trachea		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S8.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S8_PCW8_E2_S8_FP200000408BR_D3F6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S8_HESTA.h5ad	embryodev_CS23_E2S8_HESTA	825115	53311
hesta	Homo sapiens / 人	CS23_E2S9_HESTA.h5ad	CS23	Male	Stereo-seq	spatial	Adrenal Gland, Bone, Brain, Cartilage, Cavity, Connective Tissue, Cranial Skeleton, Epidermis, Ganglion, Gonad, Gut, Heart, Jaw and Tooth, Kidney, Liver, Lung, Meninges, Pancreas, Pituitary Gland, Skeletal Muscle, Trachea		https://db.cngb.org/stomics/assets/img/bySection/CS23_E2S9.png	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/HE/HE_CS23_E2S9_PCW8_E2_S9_SS200000134TR_D3F6.tif	https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000394/stomics/CS23_E2S9_HESTA.h5ad	embryodev_CS23_E2S9_HESTA	747172	52509
