row_key	Atlas	dataset_title	pmid	doi	portal_url	citation	paper_figures
stds0000066|GSM4459986_38A_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000066|GSM4459987_38B_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000066|GSM4459988_39A_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000066|GSM4459989_39B_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000066|GSM4459990_40A_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000066|GSM4459991_40B_ST_processed.h5ad	STDS0000066	Molecular atlas of the adult mouse brain.	32637622	10.1126/sciadv.abb3446	https://db.cngb.org/stomics/datasets/STDS0000066/	Ortiz, Cantin et al. “Molecular atlas of the adult mouse brain.” Science advances vol. 6,26 eabb3446. 26 Jun. 2020, doi:10.1126/sciadv.abb3446	
stds0000067|GSE169379_MIBC_HTO_processed.h5ad	STDS0000067	A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer	34385456	10.1038/s41467-021-25103-7	https://db.cngb.org/stomics/datasets/STDS0000067/	Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7	
stds0000067|GSE169379_MIBC_snSeq_processed.h5ad	STDS0000067	A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer	34385456	10.1038/s41467-021-25103-7	https://db.cngb.org/stomics/datasets/STDS0000067/	Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7	
stds0000067|GSE169379_non_tumor_snSeq_processed.h5ad	STDS0000067	A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer	34385456	10.1038/s41467-021-25103-7	https://db.cngb.org/stomics/datasets/STDS0000067/	Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7	
stds0000067|GSM5224027_MIBC_B1204_10xvisium_processed.h5ad	STDS0000067	A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer	34385456	10.1038/s41467-021-25103-7	https://db.cngb.org/stomics/datasets/STDS0000067/	Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7	
stds0000067|GSM5224028_MIBC_B8_10xvisium_processed.h5ad	STDS0000067	A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer	34385456	10.1038/s41467-021-25103-7	https://db.cngb.org/stomics/datasets/STDS0000067/	Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7	
